N,P,K,temperature,humidity,ph,rainfall,label
84,89,48,28.667352,78.665611,5.926401,98.145769,banana
5,33,25,31.304381,50.530533,6.530669,80.63082,mango
59,74,15,27.319821,62.592608,7.458907,72.695687,blackgram
4,76,21,18.350912,67.668887,6.537688,59.998221,lentil
111,9,46,24.003891,83.98619,6.855365,42.420893,watermelon
21,64,76,17.773339,16.079647,7.013063,87.031143,chickpea
2,74,25,22.952528,20.728505,5.792146,87.378061,kidneybeans
82,12,51,26.793764,89.211222,6.006593,48.715466,watermelon
10,69,23,29.166127,68.297414,6.5257,57.788931,lentil
29,87,16,19.628032,62.385693,7.21483,144.227096,pigeonpeas
5,59,16,29.692955,63.028853,4.340187,56.667931,mothbeans
105,21,26,23.34701,52.119573,6.466813,168.202742,coffee
49,74,25,26.118721,60.021254,7.247784,70.687769,blackgram
35,120,202,22.688702,94.52697,6.18536,110.464624,apple
92,6,46,28.724717,90.365557,6.453056,28.990609,muskmelon
2,77,19,30.024821,40.658451,7.228748,173.703608,pigeonpeas
10,71,15,20.590468,21.578422,5.896954,98.119484,kidneybeans
40,42,25,28.014691,47.605538,4.091953,63.521175,mothbeans
18,126,191,18.688027,81.245085,6.185507,67.400831,grapes
28,40,30,35.484778,50.27451,5.984206,69.867346,mango
91,17,49,27.285487,93.150302,6.026393,27.168022,muskmelon
18,52,23,31.487544,84.403551,6.84261,52.629206,mungbean
50,79,23,30.825213,69.171676,7.154263,68.101297,blackgram
63,47,53,29.658854,91.060621,6.597953,56.217534,papaya
81,42,37,23.215256,76.328503,6.383387,158.344275,jute
29,69,81,19.889566,15.905791,6.657908,65.689207,chickpea
12,61,18,23.770426,64.227784,6.458133,40.757773,lentil
99,7,53,24.871777,85.162958,6.273068,52.88925,watermelon
24,71,79,20.692636,14.630568,7.965148,95.640796,chickpea
108,46,56,22.77554,93.216548,5.871909,285.808243,rice
24,9,8,19.573004,91.022676,6.310398,109.171384,orange
10,69,25,24.442598,18.978111,5.941293,67.2186,kidneybeans
20,129,204,10.944689,82.401596,6.261411,73.979233,grapes
43,68,54,35.477287,94.526828,6.713464,236.898251,papaya
8,63,24,18.82081,69.914711,6.862589,61.706444,lentil
32,68,76,20.219292,18.280222,6.817355,83.145131,chickpea
3,76,19,24.830669,24.186778,5.926725,92.062786,kidneybeans
96,46,35,25.589471,71.510827,6.191359,199.676661,jute
79,40,164,25.435929,86.15208,6.289243,166.835278,jute
27,8,7,11.208109,91.41506,6.50506,105.61391,orange
116,16,49,25.387133,82.783556,6.058392,54.095269,watermelon
6,7,37,22.237365,90.465336,6.328588,38.313068,pomegranate
106,8,54,26.579208,87.871433,6.025481,42.917907,watermelon
8,139,200,21.340791,94.368588,5.895697,115.240254,apple
21,19,33,28.916206,92.982208,5.944632,190.685183,coconut
107,19,47,24.514897,85.135114,6.952572,44.18299,watermelon
17,30,30,32.198453,49.781171,4.91758,73.456499,mango
4,11,10,14.180007,93.87269,6.523407,107.983312,orange
23,43,17,30.679506,82.13371,7.005288,64.58322,mungbean
59,76,17,27.64502,64.228029,6.907732,67.323377,blackgram
2,54,20,30.683675,46.292009,3.926284,41.796366,mothbeans
123,60,25,24.39262,78.637914,7.785959,77.865406,cotton
10,36,18,27.882017,80.277107,6.504362,55.416228,mungbean
21,85,17,31.878665,66.741065,5.344248,165.97189,pigeonpeas
112,78,55,28.332494,75.174388,5.963088,117.758097,banana
0,40,23,30.804702,80.771516,6.834898,45.414707,mungbean
51,63,25,29.671117,67.730167,6.852416,69.881368,blackgram
5,24,28,27.684915,53.232915,6.328376,80.244673,mango
12,50,23,28.326604,56.538955,4.525385,52.497198,mothbeans
22,80,23,19.650918,23.837543,5.560194,121.494363,kidneybeans
33,54,16,28.453756,38.225475,4.277954,58.448393,mothbeans
14,6,43,18.496994,87.987968,6.925633,76.955726,pomegranate
100,44,42,26.035341,94.593792,6.441252,288.78666,rice
3,134,202,11.685894,83.231584,6.230622,72.071913,grapes
25,6,44,20.65007,87.069314,6.500784,104.736567,pomegranate
9,144,202,21.300979,83.674757,5.968314,65.92847,grapes
11,24,26,29.49095,93.94367,6.253003,162.368864,coconut
43,65,21,31.542966,67.255913,6.795726,65.472551,blackgram
89,87,46,28.437033,79.054285,5.642954,119.558229,banana
74,57,39,23.540083,88.873555,7.028659,170.813686,jute
101,14,47,26.662497,84.257594,6.438894,50.177083,watermelon
49,54,46,33.360402,91.32355,6.936803,185.740296,papaya
36,36,23,29.785639,85.876669,7.156966,47.565662,mungbean
27,42,16,31.442363,50.825862,9.289102,44.197982,mothbeans
83,42,41,24.919844,87.265598,6.035326,178.350702,jute
95,38,28,26.845397,67.667508,7.340259,171.733656,coffee
97,32,32,27.963415,52.725053,6.601892,178.290655,coffee
108,82,53,28.160034,80.958703,5.645395,99.282861,banana
11,30,29,27.968807,54.582471,6.196589,98.388583,mango
8,30,34,31.311674,50.352699,5.607701,83.772156,mango
37,55,19,29.999573,82.261973,6.61313,53.018799,mungbean
119,70,50,25.530179,79.18539,6.080613,105.727517,banana
25,45,21,27.97144,57.077796,8.998276,60.914816,mothbeans
69,41,37,23.600718,81.059471,6.286593,172.122281,jute
15,36,21,31.6738,83.961971,7.171751,56.957505,mungbean
82,42,24,20.393151,71.562932,6.977663,99.169832,maize
18,18,35,28.844486,95.288939,5.874328,162.720553,coconut
33,41,16,31.60154,64.807358,5.934217,48.820318,mothbeans
17,57,21,29.026677,83.460721,7.103378,56.304907,mungbean
120,51,24,25.975742,82.918403,7.130867,99.833638,cotton
20,77,23,19.146441,20.948914,5.963133,119.558724,kidneybeans
10,121,202,22.001401,90.86151,6.447974,112.213979,apple
34,38,27,30.579581,45.60969,4.869553,85.561318,mango
36,41,16,29.429105,54.57741,7.194509,42.876096,mothbeans
80,19,52,29.345495,90.370568,6.88291,21.467346,muskmelon
63,59,46,43.529089,91.440462,6.616275,222.168285,papaya
103,9,50,25.841027,85.830238,6.816237,49.281502,watermelon
89,54,41,25.114964,93.225803,5.408655,225.486828,rice
36,7,35,28.449731,99.128547,5.713703,202.79417,coconut
53,75,15,30.695691,64.384167,6.8613,74.923816,blackgram
54,50,48,41.364016,94.177582,6.668252,247.574913,papaya
80,14,54,29.095225,93.121719,6.431791,23.361955,muskmelon
23,17,35,31.686056,47.601793,6.005337,89.737294,mango
95,37,41,23.560312,74.33475,6.074564,152.045514,jute
99,20,52,24.619066,88.113956,6.887462,48.091257,watermelon
57,75,16,32.771386,69.01691,7.325388,69.767653,blackgram
6,84,21,20.650599,62.195761,7.375758,128.078026,pigeonpeas
118,38,28,24.433388,53.647939,7.395227,161.593309,coffee
18,9,38,24.862074,85.442205,6.025898,105.135864,pomegranate
111,28,26,26.928279,60.19886,7.377272,196.852125,coffee
69,66,48,35.829641,92.251824,6.792288,157.971338,papaya
25,47,25,24.369811,53.037277,9.412126,42.096926,mothbeans
119,50,17,22.330967,84.469115,6.434204,90.465589,cotton
33,61,81,20.497131,18.228393,7.245937,98.458661,chickpea
20,74,16,32.354715,62.079599,6.664765,71.005562,blackgram
107,43,54,22.025843,82.74787,5.879769,182.412906,rice
3,20,31,27.124482,54.262518,4.768402,67.11492,mango
34,33,29,30.268093,47.015151,4.936972,80.801943,mango
70,47,15,23.757346,63.166058,6.06611,100.468249,maize
18,18,38,24.39865,85.647398,6.089357,79.949304,pomegranate
99,45,114,25.664441,76.366092,6.837771,155.020642,jute
40,75,80,20.931706,14.864351,7.799303,69.076214,chickpea
110,8,51,27.821353,91.153753,6.270937,23.665255,muskmelon
11,48,20,28.607913,86.86421,6.334234,61.102983,mungbean
88,17,29,27.220114,52.231431,6.166305,163.794715,coffee
90,57,41,26.712879,85.330533,5.53506,181.95942,rice
17,74,19,20.959927,50.185848,5.277057,133.139787,pigeonpeas
85,36,22,26.219559,65.491541,6.031337,66.013867,maize
113,28,27,23.158529,53.059879,7.094589,199.295784,coffee
35,9,28,25.236421,94.658982,5.661442,228.121977,coconut
119,60,48,21.140681,89.581426,5.735458,298.729173,rice
87,40,41,24.755749,86.805453,5.804869,287.600555,rice
49,72,22,25.027259,61.455214,7.19175,72.149685,blackgram
96,51,44,21.013934,87.320844,5.533419,292.851833,rice
0,16,10,28.30575,92.488721,6.022341,117.442522,orange
4,66,18,22.568328,23.131765,5.834842,79.47412,kidneybeans
27,9,11,19.50198,92.867503,6.337107,113.547653,orange
20,54,23,31.806429,43.395137,6.047931,35.054585,mothbeans
30,66,19,33.051652,60.597844,6.854533,66.037455,blackgram
107,32,30,23.459233,58.383697,6.843393,199.435229,coffee
25,68,81,20.786228,14.798889,7.835753,67.836883,chickpea
24,15,30,27.6395,90.648229,5.679562,193.645393,coconut
99,8,48,29.68949,90.673135,6.215724,20.606927,muskmelon
117,43,21,22.564307,84.112406,7.540933,64.839387,cotton
8,34,34,35.811612,45.268169,5.274312,97.368833,mango
31,23,32,27.850926,97.444727,6.384778,201.123235,coconut
23,53,24,26.374823,43.891694,4.689188,61.338215,mothbeans
94,11,48,27.398123,92.85448,6.921342,26.488023,muskmelon
8,71,16,21.531223,67.836367,6.641914,40.599621,lentil
89,25,30,25.863758,54.740664,6.432819,180.787301,coffee
28,68,20,25.737367,41.76997,7.282061,176.78944,pigeonpeas
20,49,22,26.133816,52.738144,6.586639,47.166254,mothbeans
88,49,42,24.236616,82.01742,7.076561,155.088539,jute
100,7,51,25.3756,80.493215,6.577624,53.973567,watermelon
29,78,18,36.166847,45.56949,6.592553,159.752409,pigeonpeas
13,143,197,22.87374,91.97937,5.56514,119.92285,apple
37,79,80,20.208274,16.246484,6.707638,78.239374,chickpea
117,53,15,22.656813,79.320457,7.122277,60.861668,cotton
104,81,53,25.037248,80.855655,5.523491,119.48336,banana
95,51,58,20.626462,86.089135,5.03647,221.113318,rice
21,137,196,23.186858,90.118341,6.198941,123.827131,apple
57,63,46,28.715931,92.28728,6.711949,74.177865,papaya
114,89,47,27.931548,79.904307,6.316554,103.836998,banana
24,13,28,26.662268,96.485966,6.117922,223.024591,coconut
32,62,78,18.706376,14.147289,6.776666,68.294285,chickpea
16,122,205,9.865619,83.329844,5.551109,65.143229,grapes
77,55,22,26.440779,67.422807,5.646715,104.218018,maize
2,44,22,27.693543,85.2488,6.738839,63.187102,mungbean
99,84,52,29.616197,79.376209,6.12781,96.501707,banana
106,45,49,21.710979,82.384544,5.165563,258.759551,rice
29,8,6,13.896953,94.22957,6.387685,112.353304,orange
109,57,16,22.040994,84.648149,6.753204,84.306146,cotton
24,135,203,23.498515,90.933783,5.922299,120.481745,apple
123,51,24,23.796174,78.195171,6.636462,96.248053,cotton
10,17,7,26.058399,91.127921,7.15798,110.850407,orange
65,63,55,24.655639,93.097453,6.63015,72.040074,papaya
5,61,21,33.680362,40.951724,7.252618,173.35077,pigeonpeas
37,58,46,43.353203,92.108273,6.916894,104.584671,papaya
28,60,23,18.118518,69.372069,5.750902,197.087063,pigeonpeas
134,50,18,23.512648,83.407026,6.238735,78.297147,cotton
84,25,34,25.38294,59.019187,7.428491,198.234013,coffee
21,16,40,19.906171,93.22093,6.829115,76.298592,pomegranate
38,16,33,27.732596,48.133867,6.35663,77.888386,mango
80,17,48,28.669341,94.633004,6.156222,28.673296,muskmelon
31,74,25,27.85819,64.622782,7.076331,74.539236,blackgram
2,39,19,29.548072,52.452531,3.533839,58.79872,mothbeans
39,77,75,18.240782,17.092599,6.831907,73.093923,chickpea
29,71,18,20.903345,66.064443,7.460977,126.015254,pigeonpeas
11,129,196,21.749064,91.593857,6.141948,104.313843,apple
28,79,78,18.415616,14.022259,7.690155,70.419425,chickpea
20,127,195,18.867316,83.656002,5.51496,69.782174,grapes
36,15,25,29.661451,92.926319,6.228528,177.392536,coconut
17,77,18,29.758474,39.743211,5.032897,135.42455,pigeonpeas
37,125,197,18.679371,83.712641,5.935414,73.632221,grapes
40,74,80,19.575456,17.010639,7.623037,81.66294,chickpea
28,71,22,23.325875,33.916752,6.003709,191.555502,pigeonpeas
49,47,51,28.036524,91.900174,6.59639,174.500142,papaya
83,7,50,28.15967,94.983508,6.76962,25.828513,muskmelon
25,73,17,29.606281,62.158656,6.678588,51.847244,lentil
25,133,194,21.819756,83.571759,5.772588,66.166408,grapes
13,51,19,29.075015,83.384509,6.68267,52.463919,mungbean
12,81,17,31.273969,50.147892,4.577213,175.178824,pigeonpeas
15,32,29,30.348757,50.624416,5.40309,91.377287,mango
84,84,51,25.460653,76.394322,5.532443,99.060217,banana
30,132,201,22.791467,84.705794,6.19035,70.595493,grapes
93,8,46,29.092721,94.966311,6.391915,27.637386,muskmelon
20,25,32,26.808309,96.017582,6.099528,223.605437,coconut
5,10,8,19.1932,90.380914,6.339029,110.306334,orange
17,12,9,22.759358,94.07683,7.30256,100.307286,orange
26,44,17,29.84653,87.523663,6.894952,62.139691,mungbean
105,86,51,26.530214,83.647415,6.093604,104.71114,banana
110,27,35,27.622851,67.052496,6.108358,150.580552,coffee
20,5,39,22.380415,94.916863,6.206874,46.453925,pomegranate
100,77,46,26.708476,81.340792,6.472888,97.360008,banana
11,7,26,26.291591,94.942519,5.691754,204.28675,coconut
64,44,42,23.462392,85.660291,7.015775,169.389954,jute
82,56,42,23.631846,84.602151,5.866314,295.132001,rice
36,43,21,24.975464,52.050602,5.268262,63.695948,mothbeans
87,41,17,19.49443,73.455132,5.941115,82.654712,maize
31,43,21,26.462783,33.481376,8.856966,54.974211,mothbeans
109,40,55,21.028627,81.192831,5.134405,260.645737,rice
16,36,32,27.744038,50.653791,4.7173,87.590977,mango
82,50,40,25.589805,78.69431,6.680523,161.403472,jute
108,56,50,22.337754,91.862602,5.145864,233.044277,rice
22,79,76,17.563639,19.175996,6.508576,88.308299,chickpea
26,15,13,10.513975,94.798566,6.645392,105.687931,orange
15,76,20,26.188824,68.815426,6.054816,62.02145,lentil
15,79,25,21.502003,21.541356,5.733011,140.134071,kidneybeans
137,51,17,23.851215,78.818867,6.036403,73.930618,cotton
20,10,37,19.398274,92.488596,6.627953,104.904278,pomegranate
2,9,27,27.075917,95.008408,6.322881,212.216105,coconut
25,65,19,17.628912,20.527794,5.550402,92.382879,kidneybeans
29,90,17,36.159859,31.861539,4.583591,193.825104,pigeonpeas
40,121,197,21.959039,90.031136,6.019466,116.015867,apple
13,64,25,18.384374,22.307964,5.939297,105.601996,kidneybeans
118,15,54,25.212354,81.794868,6.704715,43.675963,watermelon
10,141,199,21.578893,91.418186,5.849925,105.098918,apple
96,84,51,25.294522,81.175294,5.632274,105.79533,banana
18,15,14,12.612707,92.9067,6.687859,119.843494,orange
104,83,46,27.964676,78.982593,6.050329,98.101626,banana
23,48,17,28.153243,85.497251,6.609918,64.250246,mungbean
13,19,33,27.383992,92.923984,6.356627,223.8465,coconut
22,28,28,29.66191,97.686721,6.226683,214.460446,coconut
106,49,42,24.875242,83.710981,5.059423,187.193316,rice
82,18,54,27.367691,92.307844,6.393185,21.261539,muskmelon
99,82,46,28.384539,84.137,6.113443,110.679782,banana
110,26,28,25.179988,54.035716,6.28922,165.917308,coffee
86,17,25,26.754411,53.104241,6.075894,185.159305,coffee
108,30,30,27.71823,64.847928,7.4167,190.130304,coffee
3,126,196,22.533475,94.954087,6.337554,112.220878,apple
97,19,46,25.847221,89.66526,6.097962,50.816778,watermelon
12,15,30,35.72843,47.815309,6.174569,94.549839,mango
36,69,84,20.539059,18.211866,6.97937,69.609055,chickpea
11,67,23,20.479067,22.776286,5.902851,120.428479,kidneybeans
25,75,20,28.637949,69.451874,6.887672,46.534031,lentil
103,84,48,25.803665,76.730519,5.5576,115.133746,banana
66,49,36,26.284678,76.847937,6.150227,174.930262,jute
6,53,19,30.424121,50.205385,3.778095,45.048636,mothbeans
37,47,19,31.697356,80.019613,6.531971,61.764111,mungbean
78,49,36,25.524071,87.936168,6.484525,162.075764,jute
63,59,41,23.099612,74.490727,6.778924,197.180035,jute
2,61,23,28.211507,64.161778,6.968841,61.589943,lentil
16,77,17,29.60312,60.796925,6.761108,45.042971,lentil
18,13,7,22.467781,94.626904,6.302556,111.011284,orange
25,66,16,22.544823,62.412542,6.05606,49.973106,lentil
42,47,54,38.183426,94.009028,6.884533,211.646747,papaya
19,66,22,32.598862,42.830422,6.177628,165.014844,pigeonpeas
3,16,28,29.573383,98.941498,6.105633,207.017215,coconut
74,54,18,23.91587,65.346522,6.227448,105.058109,maize
82,91,53,26.966445,79.770873,6.159362,106.639476,banana
8,87,19,18.743396,45.28543,5.773529,184.78015,pigeonpeas
3,66,19,22.371897,68.064277,6.221583,50.257833,lentil
113,30,29,25.698042,55.707062,6.863134,151.177722,coffee
11,77,18,29.906098,69.693878,6.997766,130.305089,pigeonpeas
4,9,41,20.664023,92.652449,6.536042,99.274781,pomegranate
16,79,17,21.109554,61.205833,6.594602,63.169232,lentil
21,7,15,28.501498,91.819176,7.259595,102.043669,orange
81,17,27,25.442436,66.43836,7.298343,176.230726,coffee
16,129,203,22.237994,94.912035,5.698849,121.987254,apple
97,36,24,21.533119,72.56745,6.536177,109.367438,maize
40,16,8,34.074892,90.204749,6.615002,110.200698,orange
81,89,46,28.200795,80.375315,6.018491,102.492126,banana
35,61,23,31.730571,64.39202,7.004685,73.960523,blackgram
30,129,192,26.375102,82.685325,6.449012,70.788744,grapes
24,14,43,22.067686,88.864407,6.681458,53.007613,pomegranate
4,135,199,23.013199,91.502109,5.90251,107.70041,apple
98,43,23,18.935918,67.679633,6.626548,67.798896,maize
70,49,38,23.21527,72.140605,6.532987,182.543858,jute
23,12,41,23.059101,91.639092,6.762103,45.972831,pomegranate
96,16,45,29.440725,93.74134,6.180203,23.890231,muskmelon
21,63,23,22.19077,21.916994,5.792322,68.214365,kidneybeans
4,76,22,16.459479,22.429359,5.896278,129.5999,kidneybeans
115,33,25,27.435287,61.992403,7.286033,197.354366,coffee
90,7,53,26.190098,87.930487,6.918944,40.663612,watermelon
11,43,18,29.570942,38.409177,5.614622,58.286345,mothbeans
19,8,9,32.018794,91.379438,6.650562,100.629612,orange
9,65,20,17.916493,19.554979,5.939861,74.018632,kidneybeans
25,48,20,31.684396,88.804274,6.913934,56.550814,mungbean
10,53,20,30.356278,87.993634,6.76407,54.422821,mungbean
39,59,51,28.072493,90.464828,6.604776,151.2264,papaya
57,78,16,33.717896,65.901672,6.909679,69.64367,blackgram
106,9,46,24.311269,80.667331,6.550268,44.603135,watermelon
44,64,77,19.774893,18.674924,6.981098,86.339026,chickpea
62,46,36,24.655061,72.727305,7.241549,165.459684,jute
8,80,18,26.635819,62.633328,6.774306,56.099603,lentil
54,72,21,28.976377,68.165561,7.352023,69.51593,blackgram
77,60,39,24.720984,78.193982,7.313399,176.751461,jute
92,58,44,26.402027,83.374978,6.522693,163.056604,jute
88,35,27,27.349045,62.869194,7.305288,199.037029,coffee
25,60,19,32.427385,69.905517,6.963073,67.949172,blackgram
95,40,30,27.005037,61.281884,7.013827,182.148026,coffee
85,48,59,21.309916,93.559759,5.815709,234.829371,rice
31,8,27,25.598033,90.34164,6.337651,197.745562,coconut
7,78,15,33.85547,37.49779,4.514305,123.130659,pigeonpeas
18,55,17,30.986518,89.624672,6.717023,50.114396,mungbean
112,25,29,25.784942,65.980894,6.861904,157.767053,coffee
92,12,55,27.091293,92.329336,6.473905,26.918064,muskmelon
26,27,28,28.735276,49.644731,5.438883,93.540583,mango
6,9,36,19.526758,85.378086,6.698339,65.332181,pomegranate
111,83,53,26.034061,84.380842,6.078185,96.892143,banana
96,13,51,24.82313,87.611507,6.92052,53.331791,watermelon
30,74,76,17.666168,19.107191,7.542155,74.85088,chickpea
96,48,46,20.209652,91.058814,5.164677,252.756976,rice
53,62,18,33.668669,60.413878,6.898054,73.604699,blackgram
80,54,23,19.251654,63.538087,6.764282,100.901665,maize
14,123,201,19.472352,82.348657,6.33711,69.929061,grapes
87,36,16,20.629596,74.659802,5.709619,76.529815,maize
91,50,40,24.921834,71.853161,6.334171,182.142361,jute
17,57,19,30.472217,83.991122,6.741948,60.498913,mungbean
111,5,49,25.636508,81.728837,6.899457,46.130209,watermelon
113,19,54,28.143864,92.705809,6.845961,27.164004,muskmelon
117,6,54,24.423647,83.615299,6.345555,44.947855,watermelon
117,57,59,26.43848,80.540507,5.262158,226.696161,rice
26,78,24,22.981392,33.852072,6.37984,100.001852,pigeonpeas
14,63,19,23.818268,20.584128,5.816254,106.316298,kidneybeans
46,45,46,38.20439,91.296853,6.792579,132.32058,papaya
24,11,33,26.358158,93.656293,6.342905,179.20384,coconut
10,10,9,21.635609,91.312,6.83836,116.632774,orange
82,15,48,28.366495,91.105694,6.338526,23.081061,muskmelon
104,53,48,26.994946,85.278395,6.08211,256.509923,rice
91,52,41,23.399393,94.662427,6.314758,220.579074,rice
30,122,202,27.547619,80.92938,6.440444,72.323652,grapes
88,5,51,25.680522,81.277593,6.998295,45.872424,watermelon
33,58,18,26.341136,49.82814,4.393194,45.491366,mothbeans
35,15,31,27.397111,99.831987,5.889982,215.248267,coconut
97,12,55,25.226528,85.736796,6.737291,43.377977,watermelon
36,6,37,18.675966,93.056197,6.191079,90.713554,pomegranate
34,62,80,18.25478,17.074451,6.603403,95.163805,chickpea
128,54,20,25.464535,83.659033,5.950957,93.741469,cotton
24,53,20,24.911578,47.613659,6.313843,44.772633,mothbeans
20,68,22,19.716641,22.916374,5.862165,77.241391,kidneybeans
34,46,22,31.039717,87.240412,6.995501,57.72139,mungbean
66,56,54,31.709122,90.05294,6.599609,215.423574,papaya
29,79,83,19.457385,15.328941,6.088504,80.094025,chickpea
11,126,197,19.01607,81.44641,6.082313,72.707914,grapes
87,14,51,25.166014,80.314684,6.661646,43.566499,watermelon
5,7,10,20.299759,90.869984,7.00585,108.309761,orange
85,55,20,26.233768,55.986979,5.939333,95.75263,maize
6,124,197,21.835857,91.067983,6.107417,112.777899,apple
87,18,48,24.312452,85.08107,6.04032,42.411952,watermelon
28,75,20,33.046381,69.647228,6.919351,68.190021,blackgram
78,40,37,23.280464,73.98652,6.561474,187.112959,jute
22,69,15,21.114853,24.97081,5.908624,115.551415,kidneybeans
64,37,45,25.12621,70.025857,7.372731,197.988611,jute
110,92,47,28.616338,78.53076,5.888287,107.707801,banana
16,17,29,28.150639,45.3736,6.208633,65.86396,mango
112,36,27,27.951195,64.483327,6.074549,158.222659,coffee
6,133,195,14.347507,80.848163,6.047792,73.445397,grapes
17,21,33,33.699915,51.470559,5.639101,81.268211,mango
56,63,15,27.567566,67.974719,7.066826,74.461609,blackgram
10,85,17,24.300441,43.722677,6.903126,94.073329,pigeonpeas
33,140,198,21.04425,92.14759,6.043484,119.003861,apple
135,46,22,23.507806,77.839658,7.916702,76.880675,cotton
28,124,200,8.075202,81.963484,5.961028,72.955568,grapes
110,93,55,27.463424,84.450078,5.859243,113.19112,banana
128,40,23,23.598512,83.906572,7.465087,63.880931,cotton
30,25,31,28.350399,53.445495,6.052665,77.332818,mango
10,65,20,28.797434,60.097511,6.569651,50.712777,lentil
112,31,28,24.951521,59.902179,6.440867,179.340303,coffee
20,77,25,18.888506,22.060562,5.846796,120.611264,kidneybeans
14,126,204,22.402335,93.780966,6.119856,103.644699,apple
116,11,54,29.416203,91.441892,6.318089,23.698442,muskmelon
16,50,17,30.89181,58.151652,5.09663,62.331455,mothbeans
114,10,45,29.970677,92.030613,6.109475,27.360275,muskmelon
38,19,32,27.379572,95.510023,6.254525,229.86717,coconut
35,7,11,15.639334,93.783196,6.276291,115.165701,orange
29,8,29,28.478259,96.328877,5.584037,176.914949,coconut
95,59,23,26.948098,67.295398,5.555694,60.712576,maize
3,42,18,27.059068,80.940239,7.051884,60.516297,mungbean
21,136,204,27.918468,83.342492,5.713426,65.60225,grapes
117,17,53,25.213709,82.563747,6.890698,45.59433,watermelon
24,71,23,15.502911,20.946371,5.628488,84.027831,kidneybeans
10,137,199,27.722618,84.62759,6.300316,66.83639,grapes
97,42,18,23.401916,74.263946,5.721702,72.845832,maize
101,38,21,24.149568,75.303748,6.935298,60.869818,cotton
1,61,19,19.774934,61.661386,6.627397,61.454107,lentil
36,48,20,28.221723,88.660776,6.999857,62.271497,mungbean
2,43,19,24.747073,37.71593,5.122021,41.824106,mothbeans
27,67,77,20.156152,14.865441,7.680033,88.155218,chickpea
93,89,47,26.009102,83.095981,6.267388,115.280512,banana
4,42,20,31.403844,84.841397,6.792708,46.110729,mungbean
98,51,36,25.996363,70.118701,6.812795,192.456185,jute
37,68,79,18.57249,17.538271,7.763135,97.517316,chickpea
32,19,42,20.503339,87.799782,6.637186,82.357185,pomegranate
12,131,200,22.366552,90.001035,6.362196,100.593466,apple
82,34,27,24.527561,52.50094,6.724855,172.264717,coffee
27,127,197,22.706381,90.180378,6.322894,119.015675,apple
13,71,18,21.14175,20.937203,5.599614,119.094459,kidneybeans
12,9,9,20.256202,92.575852,7.063349,102.235425,orange
4,62,74,28.891789,66.746039,6.221934,55.087189,lentil
15,121,194,20.021873,84.384717,5.813798,72.014228,grapes
30,60,20,27.63436,60.780675,7.380881,66.98665,blackgram
63,37,24,19.459082,66.193648,6.660183,82.820478,maize
119,29,30,26.440686,51.620073,7.259498,178.644594,coffee
33,9,26,26.075488,95.175257,5.943031,170.928053,coconut
107,18,52,28.127821,94.016626,6.123997,28.714689,muskmelon
88,8,49,29.47925,91.996051,6.741429,25.285899,muskmelon
30,6,10,29.605177,92.634921,6.628306,103.538855,orange
25,63,17,29.020947,63.547047,6.216999,62.801731,lentil
83,7,55,29.579836,91.728591,6.83278,28.998674,muskmelon
6,46,21,29.25156,80.297222,6.516843,58.521355,mungbean
7,53,16,30.173158,46.005119,4.362303,36.116331,mothbeans
123,57,16,25.410356,82.99388,7.516332,97.982889,cotton
100,13,54,29.04804,90.390842,6.252906,27.107665,muskmelon
23,78,18,32.743383,66.571732,6.612232,72.949289,blackgram
36,42,18,29.017466,47.681704,4.773148,39.341817,mothbeans
10,35,16,28.601471,81.967278,6.770004,55.698996,mungbean
23,76,23,26.710145,48.607582,5.981322,116.060125,pigeonpeas
26,9,14,32.603361,93.174576,7.476946,111.03069,orange
81,37,20,21.944304,59.055921,6.135381,77.887894,maize
44,71,22,31.163214,65.768408,6.642825,73.649374,blackgram
134,56,19,24.329988,80.546627,7.451001,99.298432,cotton
38,61,52,39.060125,92.628999,6.916276,200.002966,papaya
6,66,20,15.720802,18.627497,5.710555,83.509706,kidneybeans
96,18,51,26.707533,88.988296,6.758571,48.220769,watermelon
31,74,84,17.586335,19.515026,6.823253,75.684345,chickpea
17,15,40,21.317565,93.540874,6.454303,104.61251,pomegranate
23,89,24,35.509403,30.312409,6.26704,118.229588,pigeonpeas
20,144,194,25.522509,82.80078,6.190018,69.706436,grapes
40,65,24,34.251562,67.493369,6.508637,71.289256,blackgram
101,54,42,21.594317,86.154523,5.934942,286.435294,rice
28,123,203,22.925216,83.559486,5.987429,71.047052,grapes
9,87,20,22.282888,42.857544,4.508313,173.138912,pigeonpeas
18,23,35,31.304238,48.592467,6.76932,93.415253,mango
102,20,32,27.240147,60.533433,7.243817,168.342865,coffee
110,54,16,24.850748,79.184921,7.246629,60.822944,cotton
85,12,48,26.174027,81.081772,6.305662,44.480468,watermelon
18,76,23,23.689981,66.043249,6.007853,57.225726,lentil
7,17,14,31.592351,91.26311,6.133777,110.083955,orange
9,131,201,22.490106,90.12548,6.195287,122.960192,apple
1,21,30,35.185639,51.103628,6.69377,85.790961,mango
133,55,22,22.538134,81.602064,6.625572,81.713505,cotton
22,23,29,25.006595,97.379679,5.701493,202.095328,coconut
36,14,14,34.822848,92.728671,6.37818,112.850268,orange
87,90,51,28.206504,84.254373,6.391799,112.011531,banana
9,89,22,29.604546,57.803522,5.813937,131.001043,pigeonpeas
23,45,20,30.592496,55.274534,6.758222,49.62957,mothbeans
102,6,52,28.696291,92.579501,6.766445,27.829904,muskmelon
